datetime,tide_nstr
2018-04-11 12:15:00+00:00,-10.3650811
2018-04-11 12:30:00+00:00,-9.118667123
2018-04-11 12:45:00+00:00,-7.554290815
2018-04-11 13:00:00+00:00,-5.691890809
2018-04-11 13:15:00+00:00,-3.556562263
2018-04-11 13:30:00+00:00,-1.17818787
2018-04-11 13:45:00+00:00,1.4090092717715488
2018-04-11 14:00:00+00:00,4.166984304758877
2018-04-11 14:15:00+00:00,7.054452967
2018-04-11 14:30:00+00:00,10.02752892582976
2018-04-11 14:45:00+00:00,13.040406464117025
2018-04-11 15:00:00+00:00,16.046078160887923
2018-04-11 15:15:00+00:00,18.997076638307053
2018-04-11 15:30:00+00:00,21.846228998417644
2018-04-11 15:45:00+00:00,24.547412309129246
2018-04-11 16:00:00+00:00,27.056298390850642
2018-04-11 16:15:00+00:00,29.331076219264812
2018-04-11 16:30:00+00:00,31.333140494825813
2018-04-11 16:45:00+00:00,33.02773533516529
2018-04-11 17:00:00+00:00,34.38454262008523
2018-04-11 17:15:00+00:00,35.37820525507226
2018-04-11 17:30:00+00:00,35.988776511095885
2018-04-11 17:45:00+00:00,36.202087636180245
2018-04-11 18:00:00+00:00,36.01002710596834
2018-04-11 18:15:00+00:00,35.410726172001716
2018-04-11 18:30:00+00:00,34.408646761494126
2018-04-11 18:45:00+00:00,33.014569262286315
2018-04-11 19:00:00+00:00,31.24547927136303
2018-04-11 19:15:00+00:00,29.124353972478556
2018-04-11 19:30:00+00:00,26.679850414750586
2018-04-11 19:45:00+00:00,23.945899564743378
2018-04-11 20:00:00+00:00,20.961211574124754
2018-04-11 20:15:00+00:00,17.768699217531438
2018-04-11 20:30:00+00:00,14.414827884771617
2018-04-11 20:45:00+00:00,10.948901832473531
2018-04-11 21:00:00+00:00,7.422297588010524
2018-04-11 21:15:00+00:00,3.8876564297223415
2018-04-11 21:30:00+00:00,0.3980487206630118
2018-04-11 21:45:00+00:00,-2.993876471
2018-04-11 22:00:00+00:00,-6.236742588
2018-04-11 22:15:00+00:00,-9.281283547
2018-04-11 22:30:00+00:00,-12.08115437
2018-04-11 22:45:00+00:00,-14.5937007
2018-04-11 23:00:00+00:00,-16.78067382
2018-04-11 23:15:00+00:00,-18.60887874
2018-04-11 23:30:00+00:00,-20.05074365
2018-04-11 23:45:00+00:00,-21.08480038
2018-04-12 00:00:00+00:00,-21.6960666
2018-04-12 00:15:00+00:00,-21.87632464
2018-04-12 00:30:00+00:00,-21.62428441
2018-04-12 00:45:00+00:00,-20.9456371
2018-04-12 01:00:00+00:00,-19.8529889
2018-04-12 01:15:00+00:00,-18.36567894
2018-04-12 01:30:00+00:00,-16.50948287
2018-04-12 01:45:00+00:00,-14.31620627
2018-04-12 02:00:00+00:00,-11.82317426
2018-04-12 02:15:00+00:00,-9.072625238
2018-04-12 02:30:00+00:00,-6.111018652
2018-04-12 02:45:00+00:00,-2.988268339
2018-04-12 03:00:00+00:00,0.2430858637160063
2018-04-12 03:15:00+00:00,3.528754142191991
2018-04-12 03:30:00+00:00,6.813605437673361
2018-04-12 03:45:00+00:00,10.04259330770429
2018-04-12 04:00:00+00:00,13.161682939629717
2018-04-12 04:15:00+00:00,16.118763271845186
2018-04-12 04:30:00+00:00,18.864528386867182
2018-04-12 04:45:00+00:00,21.35331284410213
2018-04-12 05:00:00+00:00,23.54386640527873
2018-04-12 05:15:00+00:00,25.40005465746641
2018-04-12 05:30:00+00:00,26.891473337045298
2018-04-12 05:45:00+00:00,27.993965677776217
2018-04-12 06:00:00+00:00,28.690033817547658
2018-04-12 06:15:00+00:00,28.96913716826807
2018-04-12 06:30:00+00:00,28.827872645482962
2018-04-12 06:45:00+00:00,28.270033730409118
2018-04-12 07:00:00+00:00,27.30654745765179
2018-04-12 07:15:00+00:00,25.95529054708173
2018-04-12 07:30:00+00:00,24.240787988782643
2018-04-12 07:45:00+00:00,22.193799407594213
2018-04-12 08:00:00+00:00,19.850800442567905
2018-04-12 08:15:00+00:00,17.25336814339814
2018-04-12 08:30:00+00:00,14.447480980732143
2018-04-12 08:45:00+00:00,11.482745464217238
2018-04-12 09:00:00+00:00,8.411562539503224
2018-04-12 09:15:00+00:00,5.288247876029412
2018-04-12 09:30:00+00:00,2.168120848842712
2018-04-12 09:45:00+00:00,-0.893422548
2018-04-12 10:00:00+00:00,-3.841837442
2018-04-12 10:15:00+00:00,-6.624343151
2018-04-12 10:30:00+00:00,-9.190806583
2018-04-12 10:45:00+00:00,-11.49458155
2018-04-12 11:00:00+00:00,-13.49329037
2018-04-12 11:15:00+00:00,-15.14953521
2018-04-12 11:30:00+00:00,-16.4315277
2018-04-12 11:45:00+00:00,-17.31362687
2018-04-12 12:00:00+00:00,-17.77677688
2018-04-12 12:15:00+00:00,-17.8088377
2018-04-12 12:30:00+00:00,-17.40480357
2018-04-12 12:45:00+00:00,-16.56690598
2018-04-12 13:00:00+00:00,-15.30459953
2018-04-12 13:15:00+00:00,-13.63443113
2018-04-12 13:30:00+00:00,-11.57979459
2018-04-12 13:45:00+00:00,-9.170574536
2018-04-12 14:00:00+00:00,-6.442685273
2018-04-12 14:15:00+00:00,-3.437511867
2018-04-12 14:30:00+00:00,-0.201262098
2018-04-12 14:45:00+00:00,3.215760556804502
2018-04-12 15:00:00+00:00,6.7599516317259996
2018-04-12 15:15:00+00:00,10.375255724438114
2018-04-12 15:30:00+00:00,14.004058678892987
2018-04-12 15:45:00+00:00,17.58810802928527
2018-04-12 16:00:00+00:00,21.069447366885257
2018-04-12 16:15:00+00:00,24.391350038962948
2018-04-12 16:30:00+00:00,27.499237548132015
2018-04-12 16:45:00+00:00,30.34156819451955
2018-04-12 17:00:00+00:00,32.87068189068781
2018-04-12 17:15:00+00:00,35.04358767629273
2018-04-12 17:30:00+00:00,36.82268125944588
2018-04-12 17:45:00+00:00,38.17638090537778
2018-04-12 18:00:00+00:00,39.07967116839318
2018-04-12 18:15:00+00:00,39.51454530581462
2018-04-12 18:30:00+00:00,39.47033870569133
2018-04-12 18:45:00+00:00,38.943947284261455
2018-04-12 19:00:00+00:00,37.93992654
2018-04-12 19:15:00+00:00,36.47046879
2018-04-12 19:30:00+00:00,34.55525795128373
2018-04-12 19:45:00+00:00,32.22120317324877
2018-04-12 20:00:00+00:00,29.502054616523193
2018-04-12 20:15:00+00:00,26.437906392591618
2018-04-12 20:30:00+00:00,23.074593717969595
2018-04-12 20:45:00+00:00,19.46299298641332
2018-04-12 21:00:00+00:00,15.658235152676601
2018-04-12 21:15:00+00:00,11.718844330772793
2018-04-12 21:30:00+00:00,7.705814857858739
2018-04-12 21:45:00+00:00,3.681641231680826
2018-04-12 22:00:00+00:00,-0.290683728
2018-04-12 22:15:00+00:00,-4.148686436
2018-04-12 22:30:00+00:00,-7.831429301
2018-04-12 22:45:00+00:00,-11.28050998
2018-04-12 23:00:00+00:00,-14.44102652
2018-04-12 23:15:00+00:00,-17.26249208
2018-04-12 23:30:00+00:00,-19.69968366
2018-04-12 23:45:00+00:00,-21.71341014
2018-04-13 00:00:00+00:00,-23.2711847
2018-04-13 00:15:00+00:00,-24.347798
2018-04-13 00:30:00+00:00,-24.92575946
2018-04-13 00:45:00+00:00,-24.99562924
2018-04-13 01:00:00+00:00,-24.55620982
2018-04-13 01:15:00+00:00,-23.61460314
2018-04-13 01:30:00+00:00,-22.18612949
2018-04-13 01:45:00+00:00,-20.29410827
2018-04-13 02:00:00+00:00,-17.96950364
2018-04-13 02:15:00+00:00,-15.25043977
2018-04-13 02:30:00+00:00,-12.18159328
2018-04-13 02:45:00+00:00,-8.813472434
2018-04-13 03:00:00+00:00,-5.201594532
2018-04-13 03:15:00+00:00,-1.405575247
2018-04-13 03:30:00+00:00,2.511855167226911
2018-04-13 03:45:00+00:00,6.4858921526097815
2018-04-13 04:00:00+00:00,10.450736051025487
2018-04-13 04:15:00+00:00,14.340691806728112
2018-04-13 04:30:00+00:00,18.091270321288654
2018-04-13 04:45:00+00:00,21.640272483425306
2018-04-13 05:00:00+00:00,24.92883712846909
2018-04-13 05:15:00+00:00,27.902434752358833
2018-04-13 05:30:00+00:00,30.511789708531715
2018-04-13 05:45:00+00:00,32.71371483642696
2018-04-13 06:00:00+00:00,34.47184399
2018-04-13 06:15:00+00:00,35.757249675335146
2018-04-13 06:30:00+00:00,36.54893515901211
2018-04-13 06:45:00+00:00,36.83419234
2018-04-13 07:00:00+00:00,36.608819351421054
2018-04-13 07:15:00+00:00,35.87719416289315
2018-04-13 07:30:00+00:00,34.652202879961195
2018-04-13 07:45:00+00:00,32.955024232248995
2018-04-13 08:00:00+00:00,30.814774009991442
2018-04-13 08:15:00+00:00,28.268015748345654
2018-04-13 08:30:00+00:00,25.358146219856813
2018-04-13 08:45:00+00:00,22.13466642862207
2018-04-13 09:00:00+00:00,18.652350725285018
2018-04-13 09:15:00+00:00,14.970328351700052
2018-04-13 09:30:00+00:00,11.15109315038836
2018-04-13 09:45:00+00:00,7.259458314799575
2018-04-13 10:00:00+00:00,3.361473895547864
2018-04-13 10:15:00+00:00,-0.476674695
2018-04-13 10:30:00+00:00,-4.189768727
2018-04-13 10:45:00+00:00,-7.714640398
2018-04-13 11:00:00+00:00,-10.99122134
2018-04-13 11:15:00+00:00,-13.96353817
2018-04-13 11:30:00+00:00,-16.58063883
2018-04-13 11:45:00+00:00,-18.79743471
2018-04-13 12:00:00+00:00,-20.57544513
2018-04-13 12:15:00+00:00,-21.88343216
2018-04-13 12:30:00+00:00,-22.697916
2018-04-13 12:45:00+00:00,-23.00356279
2018-04-13 13:00:00+00:00,-22.79343904
2018-04-13 13:15:00+00:00,-22.06912898
2018-04-13 13:30:00+00:00,-20.8407132
2018-04-13 13:45:00+00:00,-19.12660955
2018-04-13 14:00:00+00:00,-16.95327888
2018-04-13 14:15:00+00:00,-14.3548009
2018-04-13 14:30:00+00:00,-11.37232706
2018-04-13 14:45:00+00:00,-8.053419347
2018-04-13 15:00:00+00:00,-4.451285805
2018-04-13 15:15:00+00:00,-0.623924915
2018-04-13 15:30:00+00:00,3.366807466
2018-04-13 15:45:00+00:00,7.456193837330699
2018-04-13 16:00:00+00:00,11.577697696212752
2018-04-13 16:15:00+00:00,15.664036652943537
2018-04-13 16:30:00+00:00,19.648269117189127
2018-04-13 16:45:00+00:00,23.464877451796372
2018-04-13 17:00:00+00:00,27.050830543059988
2018-04-13 17:15:00+00:00,30.34660903994904
2018-04-13 17:30:00+00:00,33.29717706728551
2018-04-13 17:45:00+00:00,35.85288501071813
2018-04-13 18:00:00+00:00,37.97028899387278
2018-04-13 18:15:00+00:00,39.61287390657577
2018-04-13 18:30:00+00:00,40.751668281016435
2018-04-13 18:45:00+00:00,41.36574093092387
2018-04-13 19:00:00+00:00,41.442571045673496
2018-04-13 19:15:00+00:00,40.97828534267144
2018-04-13 19:30:00+00:00,39.97775790146784
2018-04-13 19:45:00+00:00,38.454570403959984
2018-04-13 20:00:00+00:00,36.43083265748531
2018-04-13 20:15:00+00:00,33.936865451013624
2018-04-13 20:30:00+00:00,31.010749957683878
2018-04-13 20:45:00+00:00,27.697750017671126
2018-04-13 21:00:00+00:00,24.049615681922788
